id;lat;lon;description;format
8295--1;41.120072;-73.378412;;['https://cttravelsmart.org/map/Cctv/8295--1']
8296--1;41.12262;-73.353777;;['https://cttravelsmart.org/map/Cctv/8296--1']
8297--1;41.123569;-73.338892;;['https://cttravelsmart.org/map/Cctv/8297--1']
8298--1;41.120392;-73.326301;;['https://cttravelsmart.org/map/Cctv/8298--1']
8299--1;41.123663;-73.31504;;['https://cttravelsmart.org/map/Cctv/8299--1']
8300--1;41.124611;-73.309448;;['https://cttravelsmart.org/map/Cctv/8300--1']
8301--1;41.141092;-73.284952;;['https://cttravelsmart.org/map/Cctv/8301--1']
8302--1;41.142355;-73.270201;;['https://cttravelsmart.org/map/Cctv/8302--1']
8303--1;41.146836;-73.256561;;['https://cttravelsmart.org/map/Cctv/8303--1']
8304--1;41.150787;-73.247637;;['https://cttravelsmart.org/map/Cctv/8304--1']
8305--1;41.168415;-73.226688;;['https://cttravelsmart.org/map/Cctv/8305--1']
8306--1;41.167177;-73.201954;;['https://cttravelsmart.org/map/Cctv/8306--1']
8307--1;41.170293;-73.193992;;['https://cttravelsmart.org/map/Cctv/8307--1']
8308--1;41.173607;-73.188199;;['https://cttravelsmart.org/map/Cctv/8308--1']
8309--1;41.179446;-73.179801;;['https://cttravelsmart.org/map/Cctv/8309--1']
8310--1;41.175222;-73.195479;;['https://cttravelsmart.org/map/Cctv/8310--1']
8311--1;41.174629;-73.154053;;['https://cttravelsmart.org/map/Cctv/8311--1']
8312--1;41.184594;-73.138399;;['https://cttravelsmart.org/map/Cctv/8312--1']
8313--1;41.194958;-73.129425;;['https://cttravelsmart.org/map/Cctv/8313--1']
8314--1;41.200948;-73.115976;;['https://cttravelsmart.org/map/Cctv/8314--1']
8315--1;41.206598;-73.1031;;['https://cttravelsmart.org/map/Cctv/8315--1']
8316--1;41.208076;-73.09341;;['https://cttravelsmart.org/map/Cctv/8316--1']
8317--1;41.213772;-73.087855;;['https://cttravelsmart.org/map/Cctv/8317--1']
8318--1;41.22175;-73.078683;;['https://cttravelsmart.org/map/Cctv/8318--1']
8319--1;41.232737;-73.070395;;['https://cttravelsmart.org/map/Cctv/8319--1']
8320--1;41.236796;-73.062698;;['https://cttravelsmart.org/map/Cctv/8320--1']
8321--1;41.237081;-73.05142;;['https://cttravelsmart.org/map/Cctv/8321--1']
8322--1;41.233342;-73.039753;;['https://cttravelsmart.org/map/Cctv/8322--1']
8323--1;41.234623;-73.029494;;['https://cttravelsmart.org/map/Cctv/8323--1']
8324--1;41.239331;-73.020107;;['https://cttravelsmart.org/map/Cctv/8324--1']
8325--1;41.246392;-73.008845;;['https://cttravelsmart.org/map/Cctv/8325--1']
8326--1;41.266876;-72.976242;;['https://cttravelsmart.org/map/Cctv/8326--1']
8327--1;41.276884;-72.967481;;['https://cttravelsmart.org/map/Cctv/8327--1']
8328--1;41.284334;-72.949224;;['https://cttravelsmart.org/map/Cctv/8328--1']
8329--1;41.285386;-72.926602;;['https://cttravelsmart.org/map/Cctv/8329--1']
8330--1;41.206763;-73.191328;;['https://cttravelsmart.org/map/Cctv/8330--1']
8331--1;41.302153;-72.910877;;['https://cttravelsmart.org/map/Cctv/8331--1']
8332--1;41.291666;-72.899828;;['https://cttravelsmart.org/map/Cctv/8332--1']
8333--1;41.285575;-72.875995;;['https://cttravelsmart.org/map/Cctv/8333--1']
8334--1;41.281848;-72.862167;;['https://cttravelsmart.org/map/Cctv/8334--1']
8335--1;41.283133;-72.852548;;['https://cttravelsmart.org/map/Cctv/8335--1']
8336--1;41.284682;-72.841614;;['https://cttravelsmart.org/map/Cctv/8336--1']
8337--1;41.285903;-72.834143;;['https://cttravelsmart.org/map/Cctv/8337--1']
8338--1;41.28781;-72.824355;;['https://cttravelsmart.org/map/Cctv/8338--1']
8339--1;41.291889;-72.80734;;['https://cttravelsmart.org/map/Cctv/8339--1']
8340--1;41.293156;-72.79736;;['https://cttravelsmart.org/map/Cctv/8340--1']
8341--1;41.2948;-72.787682;;['https://cttravelsmart.org/map/Cctv/8341--1']
8342--1;41.293342;-72.779135;;['https://cttravelsmart.org/map/Cctv/8342--1']
8343--1;41.29437;-72.770771;;['https://cttravelsmart.org/map/Cctv/8343--1']
8344--1;41.295998;-72.758753;;['https://cttravelsmart.org/map/Cctv/8344--1']
8345--1;41.246323;-73.096712;;['https://cttravelsmart.org/map/Cctv/8345--1']
8346--1;41.246448;-73.086288;;['https://cttravelsmart.org/map/Cctv/8346--1']
8347--1;41.249708;-73.077813;;['https://cttravelsmart.org/map/Cctv/8347--1']
8348--1;41.241842;-73.080168;;['https://cttravelsmart.org/map/Cctv/8348--1']
8349--1;41.311949;-72.914034;;['https://cttravelsmart.org/map/Cctv/8349--1']
8350--1;41.314934;-72.907808;;['https://cttravelsmart.org/map/Cctv/8350--1']
8351--1;41.316093;-72.907468;;['https://cttravelsmart.org/map/Cctv/8351--1']
8352--1;41.318632;-72.901472;;['https://cttravelsmart.org/map/Cctv/8352--1']
8353--1;41.318379;-72.896014;;['https://cttravelsmart.org/map/Cctv/8353--1']
8354--1;41.322018;-72.885532;;['https://cttravelsmart.org/map/Cctv/8354--1']
8355--1;41.324554;-72.882134;;['https://cttravelsmart.org/map/Cctv/8355--1']
8356--1;41.332374;-72.877044;;['https://cttravelsmart.org/map/Cctv/8356--1']
8357--1;41.296819;-72.751903;;['https://cttravelsmart.org/map/Cctv/8357--1']
8358--1;41.29739;-72.737801;;['https://cttravelsmart.org/map/Cctv/8358--1']
8359--1;41.297649;-72.722392;;['https://cttravelsmart.org/map/Cctv/8359--1']
8360--1;41.297523;-72.710767;;['https://cttravelsmart.org/map/Cctv/8360--1']
8361--1;41.296969;-72.703691;;['https://cttravelsmart.org/map/Cctv/8361--1']
8362--1;41.295227;-72.686515;;['https://cttravelsmart.org/map/Cctv/8362--1']
8363--1;41.293807;-72.6767;;['https://cttravelsmart.org/map/Cctv/8363--1']
8364--1;41.290686;-72.669757;;['https://cttravelsmart.org/map/Cctv/8364--1']
8365--1;41.288672;-72.649514;;['https://cttravelsmart.org/map/Cctv/8365--1']
8366--1;41.288473;-72.638484;;['https://cttravelsmart.org/map/Cctv/8366--1']
8368--1;41.288123;-72.611725;;['https://cttravelsmart.org/map/Cctv/8368--1']
8369--1;41.287612;-72.601996;;['https://cttravelsmart.org/map/Cctv/8369--1']
8370--1;41.289176;-72.593368;;['https://cttravelsmart.org/map/Cctv/8370--1']
8371--1;41.291247;-72.580378;;['https://cttravelsmart.org/map/Cctv/8371--1']
8372--1;41.288363;-72.558682;;['https://cttravelsmart.org/map/Cctv/8372--1']
8373--1;41.287398;-72.536366;;['https://cttravelsmart.org/map/Cctv/8373--1']
8374--1;41.28811;-72.528448;;['https://cttravelsmart.org/map/Cctv/8374--1']
8375--1;41.288969;-72.522469;;['https://cttravelsmart.org/map/Cctv/8375--1']
8376--1;41.289787;-72.500647;;['https://cttravelsmart.org/map/Cctv/8376--1']
8377--1;41.294319;-72.487845;;['https://cttravelsmart.org/map/Cctv/8377--1']
8378--1;41.544568;-72.109929;;['https://cttravelsmart.org/map/Cctv/8378--1']
8379--1;41.51193;-72.118108;;['https://cttravelsmart.org/map/Cctv/8379--1']
8380--1;41.506472;-72.114496;;['https://cttravelsmart.org/map/Cctv/8380--1']
8381--1;41.491297;-72.11411;;['https://cttravelsmart.org/map/Cctv/8381--1']
8382--1;41.472868;-72.116787;;['https://cttravelsmart.org/map/Cctv/8382--1']
8383--1;41.299342;-72.391225;;['https://cttravelsmart.org/map/Cctv/8383--1']
8384--1;41.304596;-72.380887;;['https://cttravelsmart.org/map/Cctv/8384--1']
8385--1;41.316718;-72.358813;;['https://cttravelsmart.org/map/Cctv/8385--1']
8386--1;41.319899;-72.342911;;['https://cttravelsmart.org/map/Cctv/8386--1']
8387--1;41.323419;-72.325351;;['https://cttravelsmart.org/map/Cctv/8387--1']
8388--1;41.323246;-72.255988;;['https://cttravelsmart.org/map/Cctv/8388--1']
8389--1;41.361424;-72.208863;;['https://cttravelsmart.org/map/Cctv/8389--1']
8390--1;41.368503;-72.203522;;['https://cttravelsmart.org/map/Cctv/8390--1']
8391--1;41.373975;-72.196045;;['https://cttravelsmart.org/map/Cctv/8391--1']
8392--1;41.375013;-72.189084;;['https://cttravelsmart.org/map/Cctv/8392--1']
8393--1;41.371602;-72.126009;;['https://cttravelsmart.org/map/Cctv/8393--1']
8394--1;41.366944;-72.108617;;['https://cttravelsmart.org/map/Cctv/8394--1']
8395--1;41.36403;-72.10231;;['https://cttravelsmart.org/map/Cctv/8395--1']
8396--1;41.364942;-72.07225;;['https://cttravelsmart.org/map/Cctv/8396--1']
1zcct330v0h--1;30.175272;-85.660558;;['https://fl511.com/map/Cctv/1zcct330v0h--1']
554--1;30.570365;-87.402134;;['https://fl511.com/map/Cctv/554--1']
556--1;30.552953;-87.361768;;['https://fl511.com/map/Cctv/556--1']
557--1;30.565292;-87.385759;;['https://fl511.com/map/Cctv/557--1']
558--1;30.544042;-87.348659;;['https://fl511.com/map/Cctv/558--1']
55inktek1wg--1;30.184892;-85.818844;;['https://fl511.com/map/Cctv/55inktek1wg--1']
560--1;30.5215;-87.314056;;['https://fl511.com/map/Cctv/560--1']
561--1;30.534862;-87.335163;;['https://fl511.com/map/Cctv/561--1']
562--1;30.504387;-87.279806;;['https://fl511.com/map/Cctv/562--1']
563--1;30.502283;-87.266579;;['https://fl511.com/map/Cctv/563--1']
564--1;30.504809;-87.267625;;['https://fl511.com/map/Cctv/564--1']
565--1;30.50406;-87.258188;;['https://fl511.com/map/Cctv/565--1']
566--1;30.503635;-87.242667;;['https://fl511.com/map/Cctv/566--1']
568--1;30.503585;-87.220961;;['https://fl511.com/map/Cctv/568--1']
569--1;30.502735;-87.20443;;['https://fl511.com/map/Cctv/569--1']
570--1;30.502256;-87.183686;;['https://fl511.com/map/Cctv/570--1']
571--1;30.502165;-87.17062;;['https://fl511.com/map/Cctv/571--1']
572--1;30.506638;-87.162714;;['https://fl511.com/map/Cctv/572--1']
573--1;30.517021;-87.146642;;['https://fl511.com/map/Cctv/573--1']
574--1;30.52092;-87.141138;;['https://fl511.com/map/Cctv/574--1']
575--1;30.534175;-87.116028;;['https://fl511.com/map/Cctv/575--1']
576--1;30.53387;-87.087986;;['https://fl511.com/map/Cctv/576--1']
578--1;30.569294;-87.032029;;['https://fl511.com/map/Cctv/578--1']
579--1;30.579315;-87.019445;;['https://fl511.com/map/Cctv/579--1']
580--1;30.593311;-87.000855;;['https://fl511.com/map/Cctv/580--1']
581--1;30.610866;-86.978072;;['https://fl511.com/map/Cctv/581--1']
582--1;30.61857;-86.963576;;['https://fl511.com/map/Cctv/582--1']
583--1;30.627087;-86.937737;;['https://fl511.com/map/Cctv/583--1']
584--1;30.41649;-87.21119;;['https://fl511.com/map/Cctv/584--1']
586--1;30.421991;-87.21404;;['https://fl511.com/map/Cctv/586--1']
587--1;30.530652;-87.128531;;['https://fl511.com/map/Cctv/587--1']
589--1;30.446518;-87.217801;;['https://fl511.com/map/Cctv/589--1']
590--1;30.453801;-87.223145;;['https://fl511.com/map/Cctv/590--1']
591--1;30.472668;-87.228633;;['https://fl511.com/map/Cctv/591--1']
592--1;30.481178;-87.230573;;['https://fl511.com/map/Cctv/592--1']
593--1;30.49525;-87.230018;;['https://fl511.com/map/Cctv/593--1']
594--1;30.435212;-87.215358;;['https://fl511.com/map/Cctv/594--1']
595--1;30.416939;-87.193342;;['https://fl511.com/map/Cctv/595--1']
596--1;30.372417;-87.176961;;['https://fl511.com/map/Cctv/596--1']
597--1;30.548585;-87.05889;;['https://fl511.com/map/Cctv/597--1']
598--1;30.415621;-87.211339;;['https://fl511.com/map/Cctv/598--1']
600--1;30.50336;-87.229742;;['https://fl511.com/map/Cctv/600--1']
611--1;30.511494;-87.295134;;['https://fl511.com/map/Cctv/611--1']
dh54j5sgupk--1;30.122009;-85.592296;;['https://fl511.com/map/Cctv/dh54j5sgupk--1']
fnu0boxzefl--1;30.213282;-85.607704;;['https://fl511.com/map/Cctv/fnu0boxzefl--1']
iuxymhewu0h--1;30.188252;-85.74162;;['https://fl511.com/map/Cctv/iuxymhewu0h--1']
j05xb3mawoo--1;30.287701;-85.639172;;['https://fl511.com/map/Cctv/j05xb3mawoo--1']
jhmskawahcm--1;30.229812;-85.887644;;['https://fl511.com/map/Cctv/jhmskawahcm--1']
kmy5eq3gono--1;30.200706;-85.624722;;['https://fl511.com/map/Cctv/kmy5eq3gono--1']
pv5fwmxyxzn--1;30.182975;-85.650263;;['https://fl511.com/map/Cctv/pv5fwmxyxzn--1']
sasv1zikkdn--1;30.233432;-85.579293;;['https://fl511.com/map/Cctv/sasv1zikkdn--1']
txwykx3qf3b--1;30.299283;-85.853359;;['https://fl511.com/map/Cctv/txwykx3qf3b--1']
1023--2;25.188979;-80.395307;;['https://fl511.com/map/Cctv/1023--2']
1030--2;25.784041;-80.321154;;['https://fl511.com/map/Cctv/1030--2']
1031--2;25.776998;-80.320757;;['https://fl511.com/map/Cctv/1031--2']
637--2;25.097748;-80.436899;;['https://fl511.com/map/Cctv/637--2']
641--2;25.928186;-80.196174;;['https://fl511.com/map/Cctv/641--2']
656--2;25.811368;-80.189141;;['https://fl511.com/map/Cctv/656--2']
657--2;25.811046;-80.183791;;['https://fl511.com/map/Cctv/657--2']
658--2;25.810515;-80.167167;;['https://fl511.com/map/Cctv/658--2']
659--2;25.811861;-80.203087;;['https://fl511.com/map/Cctv/659--2']
660--2;25.810451;-80.15933;;['https://fl511.com/map/Cctv/660--2']
661--2;25.81072;-80.141419;;['https://fl511.com/map/Cctv/661--2']
662--2;25.898417;-80.333822;;['https://fl511.com/map/Cctv/662--2']
663--2;25.898426;-80.339544;;['https://fl511.com/map/Cctv/663--2']
664--2;25.904253;-80.349022;;['https://fl511.com/map/Cctv/664--2']
665--2;25.913094;-80.349421;;['https://fl511.com/map/Cctv/665--2']
666--2;25.927712;-80.35007;;['https://fl511.com/map/Cctv/666--2']
668--2;25.949077;-80.351054;;['https://fl511.com/map/Cctv/668--2']
675--2;24.57513;-81.732651;;['https://fl511.com/map/Cctv/675--2']
677--2;25.440532;-80.47497;;['https://fl511.com/map/Cctv/677--2']
678--2;25.425739;-80.474322;;['https://fl511.com/map/Cctv/678--2']
679--2;25.414605;-80.471986;;['https://fl511.com/map/Cctv/679--2']
680--2;25.287714;-80.444582;;['https://fl511.com/map/Cctv/680--2']
682--2;25.198057;-80.417089;;['https://fl511.com/map/Cctv/682--2']
688--2;25.28927;-80.373285;;['https://fl511.com/map/Cctv/688--2']
694--2;25.726706;-80.31793;;['https://fl511.com/map/Cctv/694--2']
696--2;25.722548;-80.319049;;['https://fl511.com/map/Cctv/696--2']
697--2;25.740251;-80.319692;;['https://fl511.com/map/Cctv/697--2']
698--2;25.754252;-80.320172;;['https://fl511.com/map/Cctv/698--2']
699--2;25.770012;-80.320655;;['https://fl511.com/map/Cctv/699--2']
700--2;25.776176;-80.321042;;['https://fl511.com/map/Cctv/700--2']
701--2;25.797618;-80.321186;;['https://fl511.com/map/Cctv/701--2']
702--2;25.825926;-80.321904;;['https://fl511.com/map/Cctv/702--2']
704--2;25.88283;-80.323476;;['https://fl511.com/map/Cctv/704--2']
705--2;25.860746;-80.322621;;['https://fl511.com/map/Cctv/705--2']
706--2;25.928138;-80.212549;;['https://fl511.com/map/Cctv/706--2']
707--2;25.939389;-80.205163;;['https://fl511.com/map/Cctv/707--2']
708--2;25.901789;-80.324332;;['https://fl511.com/map/Cctv/708--2']
709--2;25.912943;-80.324856;;['https://fl511.com/map/Cctv/709--2']
710--2;25.921798;-80.324666;;['https://fl511.com/map/Cctv/710--2']
711--2;25.924713;-80.310167;;['https://fl511.com/map/Cctv/711--2']
712--2;25.925056;-80.292227;;['https://fl511.com/map/Cctv/712--2']
713--2;25.925257;-80.272974;;['https://fl511.com/map/Cctv/713--2']
714--2;25.925772;-80.256173;;['https://fl511.com/map/Cctv/714--2']
715--2;25.926419;-80.241355;;['https://fl511.com/map/Cctv/715--2']
716--2;25.926853;-80.22775;;['https://fl511.com/map/Cctv/716--2']
717--2;25.876689;-80.323196;;['https://fl511.com/map/Cctv/717--2']
718--2;25.919817;-80.212219;;['https://fl511.com/map/Cctv/718--2']
719--2;25.917622;-80.220734;;['https://fl511.com/map/Cctv/719--2']
720--2;25.92776;-80.21319;;['https://fl511.com/map/Cctv/720--2']
733--2;25.779614;-80.199775;;['https://fl511.com/map/Cctv/733--2']
734--2;25.792641;-80.205465;;['https://fl511.com/map/Cctv/734--2']
735--2;25.766109;-80.20043;;['https://fl511.com/map/Cctv/735--2']
736--2;25.752253;-80.206163;;['https://fl511.com/map/Cctv/736--2']
737--2;25.75606;-80.200775;;['https://fl511.com/map/Cctv/737--2']
738--2;25.795597;-80.205583;;['https://fl511.com/map/Cctv/738--2']
739--2;25.832524;-80.206055;;['https://fl511.com/map/Cctv/739--2']
740--2;25.843666;-80.206713;;['https://fl511.com/map/Cctv/740--2']
741--2;25.847065;-80.207846;;['https://fl511.com/map/Cctv/741--2']
742--2;25.888924;-80.209443;;['https://fl511.com/map/Cctv/742--2']
743--2;25.92184;-80.21123;;['https://fl511.com/map/Cctv/743--2']
744--2;25.92243;-80.21111;;['https://fl511.com/map/Cctv/744--2']
745--2;25.928889;-80.205567;;['https://fl511.com/map/Cctv/745--2']
746--2;25.930544;-80.204777;;['https://fl511.com/map/Cctv/746--2']
747--2;25.943067;-80.18801;;['https://fl511.com/map/Cctv/747--2']
748--2;25.963683;-80.16568;;['https://fl511.com/map/Cctv/748--2']
749--2;25.973172;-80.165658;;['https://fl511.com/map/Cctv/749--2']
750--2;25.883419;-80.20885;;['https://fl511.com/map/Cctv/750--2']
751--2;25.912864;-80.21024;;['https://fl511.com/map/Cctv/751--2']
752--2;25.868949;-80.208649;;['https://fl511.com/map/Cctv/752--2']
753--2;25.861528;-80.208423;;['https://fl511.com/map/Cctv/753--2']
754--2;25.825292;-80.20679;;['https://fl511.com/map/Cctv/754--2']
755--2;25.936931;-80.198006;;['https://fl511.com/map/Cctv/755--2']
756--2;25.811761;-80.205941;;['https://fl511.com/map/Cctv/756--2']
757--2;25.808525;-80.206045;;['https://fl511.com/map/Cctv/757--2']
758--2;25.745124;-80.223432;;['https://fl511.com/map/Cctv/758--2']
759--2;25.803479;-80.205881;;['https://fl511.com/map/Cctv/759--2']
760--2;25.786507;-80.203046;;['https://fl511.com/map/Cctv/760--2']
761--2;25.778419;-80.199721;;['https://fl511.com/map/Cctv/761--2']
762--2;25.958327;-80.171166;;['https://fl511.com/map/Cctv/762--2']
763--2;25.897922;-80.209875;;['https://fl511.com/map/Cctv/763--2']
769--2;25.840841;-80.304749;;['https://fl511.com/map/Cctv/769--2']
770--2;25.83999;-80.303621;;['https://fl511.com/map/Cctv/770--2']
771--2;25.742574;-80.230437;;['https://fl511.com/map/Cctv/771--2']
772--2;25.739825;-80.237987;;['https://fl511.com/map/Cctv/772--2']
773--2;25.73514;-80.250676;;['https://fl511.com/map/Cctv/773--2']
774--2;25.732595;-80.253885;;['https://fl511.com/map/Cctv/774--2']
775--2;25.727027;-80.260857;;['https://fl511.com/map/Cctv/775--2']
776--2;25.707861;-80.285238;;['https://fl511.com/map/Cctv/776--2']
777--2;25.697819;-80.297491;;['https://fl511.com/map/Cctv/777--2']
778--2;25.693415;-80.30268;;['https://fl511.com/map/Cctv/778--2']
779--2;25.688405;-80.308826;;['https://fl511.com/map/Cctv/779--2']
780--2;25.672593;-80.320672;;['https://fl511.com/map/Cctv/780--2']
781--2;25.667719;-80.322944;;['https://fl511.com/map/Cctv/781--2']
782--2;25.655038;-80.328818;;['https://fl511.com/map/Cctv/782--2']
783--2;25.643574;-80.334156;;['https://fl511.com/map/Cctv/783--2']
784--2;25.628493;-80.341167;;['https://fl511.com/map/Cctv/784--2']
785--2;25.597873;-80.354435;;['https://fl511.com/map/Cctv/785--2']
786--2;25.584652;-80.363729;;['https://fl511.com/map/Cctv/786--2']
787--2;25.575762;-80.372252;;['https://fl511.com/map/Cctv/787--2']
826--2;25.726706;-80.31793;;['https://fl511.com/map/Cctv/826--2']
838--2;25.777638;-80.163871;;['https://fl511.com/map/Cctv/838--2']
839--2;25.788714;-80.201;;['https://fl511.com/map/Cctv/839--2']
840--2;25.785725;-80.193571;;['https://fl511.com/map/Cctv/840--2']
841--2;25.786864;-80.18679;;['https://fl511.com/map/Cctv/841--2']
843--2;25.787537;-80.178003;;['https://fl511.com/map/Cctv/843--2']
844--2;25.781845;-80.173453;;['https://fl511.com/map/Cctv/844--2']
845--2;25.771976;-80.151245;;['https://fl511.com/map/Cctv/845--2']
846--2;25.774566;-80.140713;;['https://fl511.com/map/Cctv/846--2']
847--2;25.779894;-80.188802;;['https://fl511.com/map/Cctv/847--2']
848--2;25.777273;-80.177707;;['https://fl511.com/map/Cctv/848--2']
849--2;25.809638;-80.321434;;['https://fl511.com/map/Cctv/849--2']
851--2;25.83667;-80.321918;;['https://fl511.com/map/Cctv/851--2']
853--2;25.854319;-80.322434;;['https://fl511.com/map/Cctv/853--2']
854--2;25.866847;-80.32281;;['https://fl511.com/map/Cctv/854--2']
862--2;25.907842;-80.2099;;['https://fl511.com/map/Cctv/862--2']
878--2;25.815856;-80.206318;;['https://fl511.com/map/Cctv/878--2']
885--2;25.870495;-80.208696;;['https://fl511.com/map/Cctv/885--2']
894--2;25.920691;-80.210319;;['https://fl511.com/map/Cctv/894--2']
967--2;25.1739;-80.37418;;['https://fl511.com/map/Cctv/967--2']
985--2;25.965241;-80.165648;;['https://fl511.com/map/Cctv/985--2']
989--2;25.924362;-80.321099;;['https://fl511.com/map/Cctv/989--2']
397--3;30.441742;-84.249367;;['https://fl511.com/map/Cctv/397--3']
398--3;30.45764;-84.277369;;['https://fl511.com/map/Cctv/398--3']
399--3;30.448873;-84.31696;;['https://fl511.com/map/Cctv/399--3']
400--3;30.452469;-84.248303;;['https://fl511.com/map/Cctv/400--3']
401--3;30.438097;-84.280862;;['https://fl511.com/map/Cctv/401--3']
402--3;30.465203;-84.344271;;['https://fl511.com/map/Cctv/402--3']
403--3;30.471617;-84.291042;;['https://fl511.com/map/Cctv/403--3']
404--3;30.467585;-84.285095;;['https://fl511.com/map/Cctv/404--3']
405--3;30.483768;-84.310941;;['https://fl511.com/map/Cctv/405--3']
406--3;30.444535;-84.284234;;['https://fl511.com/map/Cctv/406--3']
407--3;30.432443;-84.249185;;['https://fl511.com/map/Cctv/407--3']
408--3;30.455137;-84.262678;;['https://fl511.com/map/Cctv/408--3']
409--3;30.460264;-84.228377;;['https://fl511.com/map/Cctv/409--3']
410--3;30.482116;-84.308759;;['https://fl511.com/map/Cctv/410--3']
411--3;30.427664;-84.226419;;['https://fl511.com/map/Cctv/411--3']
412--3;30.435726;-84.301715;;['https://fl511.com/map/Cctv/412--3']
413--3;30.466625;-84.268154;;['https://fl511.com/map/Cctv/413--3']
414--3;30.448992;-84.304236;;['https://fl511.com/map/Cctv/414--3']
415--3;30.44489;-84.272279;;['https://fl511.com/map/Cctv/415--3']
416--3;30.502041;-84.329407;;['https://fl511.com/map/Cctv/416--3']
417--3;30.438584;-84.282848;;['https://fl511.com/map/Cctv/417--3']
418--3;30.435634;-84.283256;;['https://fl511.com/map/Cctv/418--3']
419--3;30.449201;-84.280407;;['https://fl511.com/map/Cctv/419--3']
420--3;30.492834;-84.344737;;['https://fl511.com/map/Cctv/420--3']
421--3;30.440911;-84.2804;;['https://fl511.com/map/Cctv/421--3']
422--3;30.44468;-84.27825;;['https://fl511.com/map/Cctv/422--3']
423--3;30.443424;-84.279798;;['https://fl511.com/map/Cctv/423--3']
424--3;30.440466;-84.317304;;['https://fl511.com/map/Cctv/424--3']
425--3;30.467797;-84.27698;;['https://fl511.com/map/Cctv/425--3']
427--3;30.435134;-84.352692;;['https://fl511.com/map/Cctv/427--3']
428--3;30.438955;-84.302563;;['https://fl511.com/map/Cctv/428--3']
429--3;30.456263;-84.280877;;['https://fl511.com/map/Cctv/429--3']
430--3;30.435668;-84.280446;;['https://fl511.com/map/Cctv/430--3']
431--3;30.441263;-84.337989;;['https://fl511.com/map/Cctv/431--3']
432--3;30.453075;-84.337587;;['https://fl511.com/map/Cctv/432--3']
433--3;30.445785;-84.297847;;['https://fl511.com/map/Cctv/433--3']
434--3;30.435332;-84.289945;;['https://fl511.com/map/Cctv/434--3']
435--3;30.438953;-84.28936;;['https://fl511.com/map/Cctv/435--3']
436--3;30.442347;-84.282936;;['https://fl511.com/map/Cctv/436--3']
437--3;30.463758;-84.282253;;['https://fl511.com/map/Cctv/437--3']
438--3;30.437889;-84.276182;;['https://fl511.com/map/Cctv/438--3']
439--3;30.500196;-84.247741;;['https://fl511.com/map/Cctv/439--3']
440--3;30.444484;-84.288264;;['https://fl511.com/map/Cctv/440--3']
441--3;30.4927;-84.24379;;['https://fl511.com/map/Cctv/441--3']
442--3;30.444496;-84.290643;;['https://fl511.com/map/Cctv/442--3']
443--3;30.426957;-84.235347;;['https://fl511.com/map/Cctv/443--3']
444--3;30.398005;-84.280124;;['https://fl511.com/map/Cctv/444--3']
445--3;30.437929;-84.275187;;['https://fl511.com/map/Cctv/445--3']
447--3;30.501098;-84.252719;;['https://fl511.com/map/Cctv/447--3']
448--3;30.505114;-84.251254;;['https://fl511.com/map/Cctv/448--3']
449--3;30.512749;-84.244649;;['https://fl511.com/map/Cctv/449--3']
450--3;30.463511;-84.285723;;['https://fl511.com/map/Cctv/450--3']
451--3;30.463349;-84.313313;;['https://fl511.com/map/Cctv/451--3']
452--3;30.4234;-84.30247;;['https://fl511.com/map/Cctv/452--3']
453--3;30.469576;-84.23063;;['https://fl511.com/map/Cctv/453--3']
454--3;30.412722;-84.280907;;['https://fl511.com/map/Cctv/454--3']
455--3;30.441462;-84.226279;;['https://fl511.com/map/Cctv/455--3']
456--3;30.37609;-84.292809;;['https://fl511.com/map/Cctv/456--3']
457--3;30.376038;-84.270046;;['https://fl511.com/map/Cctv/457--3']
458--3;30.381172;-84.236932;;['https://fl511.com/map/Cctv/458--3']
459--3;30.402731;-84.235275;;['https://fl511.com/map/Cctv/459--3']
460--3;30.56109;-84.218021;;['https://fl511.com/map/Cctv/460--3']
461--3;30.411737;-84.251837;;['https://fl511.com/map/Cctv/461--3']
462--3;30.473138;-84.243933;;['https://fl511.com/map/Cctv/462--3']
463--3;30.451923;-84.226264;;['https://fl511.com/map/Cctv/463--3']
464--3;30.441591;-84.288251;;['https://fl511.com/map/Cctv/464--3']
465--3;30.437212;-84.262071;;['https://fl511.com/map/Cctv/465--3']
466--3;30.446643;-84.306676;;['https://fl511.com/map/Cctv/466--3']
467--3;30.447359;-84.262593;;['https://fl511.com/map/Cctv/467--3']
468--3;30.478267;-84.236911;;['https://fl511.com/map/Cctv/468--3']
469--3;30.488525;-84.239271;;['https://fl511.com/map/Cctv/469--3']
470--3;30.420083;-84.281874;;['https://fl511.com/map/Cctv/470--3']
471--3;30.412791;-84.30305;;['https://fl511.com/map/Cctv/471--3']
472--3;30.542197;-84.228478;;['https://fl511.com/map/Cctv/472--3']
473--3;30.463842;-84.300158;;['https://fl511.com/map/Cctv/473--3']
474--3;30.446791;-84.326237;;['https://fl511.com/map/Cctv/474--3']
475--3;30.473787;-84.344263;;['https://fl511.com/map/Cctv/475--3']
476--3;30.442001;-84.232386;;['https://fl511.com/map/Cctv/476--3']
478--3;30.459103;-84.360743;;['https://fl511.com/map/Cctv/478--3']
479--3;30.469375;-84.361028;;['https://fl511.com/map/Cctv/479--3']
480--3;30.392379;-84.235522;;['https://fl511.com/map/Cctv/480--3']
481--3;30.480369;-84.363646;;['https://fl511.com/map/Cctv/481--3']
